HMS,StructuredFormula,Temperature,Pressure,crystal_system
P b n m,Nd0.5Ca0.5Mn0.99Ru0.01O3,300,0.101325,orthorhombic
P b n m,Nd0.5Ca0.5Mn0.98Ru0.02O3,300,0.101325,orthorhombic
P b n m,Nd0.5Ca0.5Mn0.97Ru0.03O3,300,0.101325,orthorhombic
P b n m,Nd0.5Ca0.5Mn0.95Ru0.05O3.12,300,0.101325,orthorhombic
P b n m,Nd0.5Ca0.5Mn0.93Ru0.07O3.27,300,0.101325,orthorhombic
P b n m,Nd0.5Ca0.5Mn0.92Ru0.08O3.27,300,0.101325,orthorhombic
P b n m,Nd0.5Ca0.5Mn0.9Ru0.1O3.18,300,0.101325,orthorhombic
P b n m,Nd0.5Ca0.5Mn0.99Cr0.01O3,300,0.101325,orthorhombic
P b n m,Nd0.5Ca0.5Mn0.98Cr0.02O3,300,0.101325,orthorhombic
P b n m,Nd0.5Ca0.5Mn0.97Cr0.03O3,300,0.101325,orthorhombic
P b n m,Nd0.5Ca0.5Mn0.96Cr0.04O3,300,0.101325,orthorhombic
P b n m,Nd0.5Ca0.5Mn0.95Cr0.05O3.12,300,0.101325,orthorhombic
P b n m,Nd0.5Ca0.5Mn0.93Cr0.07O3.15,300,0.101325,orthorhombic
P b n m,Nd0.5Ca0.5Mn0.9Cr0.1O3.27,300,0.101325,orthorhombic
P b n m,Nd0.5Ca0.5Mn0.99Sc0.01O3,300,0.101325,orthorhombic
P b n m,Nd0.5Ca0.5Mn0.98Sc0.02O3,300,0.101325,orthorhombic
P b n m,Nd0.5Ca0.5Mn0.97Sc0.03O3,300,0.101325,orthorhombic
P b n m,Nd0.5Ca0.5Mn0.96Sc0.04O3.18,300,0.101325,orthorhombic
P b n m,Nd0.5Ca0.5Mn0.95Sc0.05O3.21,300,0.101325,orthorhombic
P b n m,Nd0.5Ca0.5Mn0.94Sc0.06O3.21,300,0.101325,orthorhombic
P b n m,Nd0.5Ca0.5Mn0.92Sc0.08O3.24,300,0.101325,orthorhombic
P b n m,Nd0.5Ca0.5Mn0.9Sc0.1O3.48,300,0.101325,orthorhombic
P n m a,Pr0.55Ca0.45Mn0.97Cr0.03O3,293,0.101325,orthorhombic
P n m a,Pr0.55Ca0.45Mn0.94Cr0.06O3,293,0.101325,orthorhombic
P n m a,La0.67Ca0.33Mn0.8Cu0.2O3,293,0.101325,orthorhombic
P n m a,Bi0.25Ho0.25Ca0.5Mn1O3,295,0.101325,orthorhombic
P n m a,Pr0.63Bi0.07Sr0.3Mn1O3,293,0.101325,orthorhombic
P n m a,Pr0.63Sm0.07Sr0.3Mn1O3,293,0.101325,orthorhombic
P n m a,La0.63Ca0.37Mn0.97Ni0.03O3,293,0.101325,orthorhombic
P n m a,La0.63Ca0.37Mn0.92Ni0.08O3,293,0.101325,orthorhombic
P n m a,La0.63Ca0.37Mn0.92Cr0.08O3,293,0.101325,orthorhombic
P n m a,La0.5Ca0.5Mn0.92Ni0.08O3,293,0.101325,orthorhombic
P n m a,La0.5Ca0.5Mn0.92Cr0.08O3,293,0.101325,orthorhombic
P n m a,La0.25Ca0.75Mn0.92Cr0.08O3,293,0.101325,orthorhombic
P n m a,Ho0.51Ca0.49Mn0.99Cr0.01O3,293,0.101325,orthorhombic
P n m a,Ho0.52Ca0.48Mn0.98Cr0.02O3,293,0.101325,orthorhombic
P n m a,Ho0.53Ca0.47Mn0.97Cr0.03O3,293,0.101325,orthorhombic
P n m a,Pr0.55Ca0.45Mn0.97Cr0.03O3,300,0.101325,orthorhombic
P n m a,Pr0.55Ca0.45Mn0.94Cr0.06O3,300,0.101325,orthorhombic
P b n m,Nd0.6Sr0.33Eu0.07Mn1O3,293,0.101325,orthorhombic
P b n m,Nd0.5Sr0.33Eu0.17Mn1O3,293,0.101325,orthorhombic
P b n m,Nd0.4Sr0.33Eu0.27Mn1O3,293,0.101325,orthorhombic
P b n m,Nd0.3Sr0.33Eu0.37Mn1O3,293,0.101325,orthorhombic
P b n m,Nd0.2Sr0.33Eu0.47Mn1O3,293,0.101325,orthorhombic
P b n m,Nd0.1Sr0.33Eu0.57Mn1O3,293,0.101325,orthorhombic
P n m a,Pr0.222111Sm0.444889Ca0.333Mn1O3,293,0.101325,orthorhombic
P n m a,La0.222111Sm0.444889Ca0.333Mn1O3,293,0.101325,orthorhombic
P n m a,La0.69Ca0.31Mn0.96Fe0.04O3,293,0.101325,orthorhombic
P b n m,Nd0.6Eu0.07Sr0.33Mn1O3,293,0.101325,orthorhombic
P b n m,Nd0.5Eu0.17Sr0.33Mn1O3,293,0.101325,orthorhombic
P b n m,Nd0.4Eu0.27Sr0.33Mn1O3,293,0.101325,orthorhombic
P b n m,Nd0.3Eu0.37Sr0.33Mn1O3,293,0.101325,orthorhombic
P b n m,Nd0.2Eu0.47Sr0.33Mn1O3,293,0.101325,orthorhombic
P b n m,Nd0.1Eu0.57Sr0.33Mn1O3,293,0.101325,orthorhombic
P n m a,La0.7Ca0.3Cr0.7Mn0.3O3,290,0.101325,orthorhombic
P n m a,La0.7Ca0.3Cr0.5Mn0.5O3,290,0.101325,orthorhombic
P n m a,La0.7Ca0.3Cr0.15Mn0.85O3,290,0.101325,orthorhombic
P n m a,La0.5Ca0.5Mn0.97Cr0.03O3,300,0.101325,orthorhombic
P n m a,La0.5Ca0.5Mn0.92Cr0.08O3,300,0.101325,orthorhombic
P n m a,La0.5Ca0.5Mn0.97Ni0.03O3,300,0.101325,orthorhombic
P n m a,La0.5Ca0.5Mn0.92Ni0.08O3,300,0.101325,orthorhombic
P m n a,La0.77Sr0.23Mn0.5Cu0.5O3,293,0.101325,orthorhombic
I m m a,Bi0.75La0.25Fe0.75O3Mn0.25,293,0.101325,orthorhombic
I m m a,Bi0.75La0.25Fe0.75Mn0.25O3,290,0.101325,orthorhombic
P n m a,La0.5Ca0.45Ba0.05Mn1O3,300,0.101325,orthorhombic
P n m a,La0.5Ca0.4Ba0.1Mn1O3,300,0.101325,orthorhombic
P n m a,La0.5Ca0.35Ba0.15Mn1O3,300,0.101325,orthorhombic
P n m a,La0.5Ca0.3Ba0.2Mn1O3,300,0.101325,orthorhombic
P n m a,La0.5Ca0.2Ba0.3Mn1O3,300,0.101325,orthorhombic
P n m a,La0.5Ca0.1Ba0.4Mn1O3,300,0.101325,orthorhombic
P n m a,La0.76Ca0.24Mn0.93Cr0.07O3,293,0.101325,orthorhombic
P n m a,Pr0.7Ca0.2Sr0.1Mn1O3,293,0.101325,orthorhombic
P n m a,Pr0.7Ca0.1Sr0.2Mn1O3,293,0.101325,orthorhombic
P n m a,La0.5Sr0.5Mn0.5Fe0.5O3,293,0.101325,orthorhombic
P n m a,La0.5Sr0.5Mn0.6Fe0.4O3,293,0.101325,orthorhombic
P n m a,La0.5Sr0.5Mn0.7Fe0.3O3,293,0.101325,orthorhombic
P n m a,La0.5Sr0.5Mn0.8Fe0.2O3,293,0.101325,orthorhombic
P b n m,Sr0.94La0.94Mn1Ti1O6,300,0.101325,orthorhombic
P b n m,La0.7Ca0.2Ag0.1Mn1O3,293,0.101325,orthorhombic
P m n 21,Li2Mg1Ge0.991Mn0.009O4,293,0.101325,orthorhombic
P m n 21,Li1.994Mn0.006Mg1Ge1O4,293,0.101325,orthorhombic
P m n 21,Li2Mg0.9995Mn0.0005Ge1O4,293,0.101325,orthorhombic
P m n 21,Li1.997Mn0.0115Mg1Ge0.991O4,293,0.101325,orthorhombic
P m n 21,Li2Mg0.9994Mn0.01Ge0.9906O4,293,0.101325,orthorhombic
P m n 21,Li1.99728Mn0.0123Mg0.99953Ge0.99089O4,293,0.101325,orthorhombic
P n m a,Pr0.5Ca0.5Mn0.9Zn0.1O3,293,0.101325,orthorhombic
P n m a,La0.4Nd0.1Ca0.5Mn1O3,300,0.101325,orthorhombic
P n m a,La0.3Nd0.2Ca0.5Mn1O3,300,0.101325,orthorhombic
P n m a,La0.2Nd0.3Ca0.5Mn1O3,300,0.101325,orthorhombic
P n m a,La0.1Nd0.4Ca0.5Mn1O3,300,0.101325,orthorhombic
P b n m,La0.7Ca0.3Mn0.96Al0.04O3,293,0.101325,orthorhombic
P b n m,La0.7Ca0.3Mn0.96In0.04O3,293,0.101325,orthorhombic
P n m a,Ca0.98Dy0.02Mn0.98Nb0.02O3,293,0.101325,orthorhombic
I m m a,Nd0.5Sr0.5Co0.8Mn0.2O3,293,0.101325,orthorhombic
I m m a,Nd0.5Sr0.5Co0.6Mn0.4O3,293,0.101325,orthorhombic
I m m a,Nd0.5Sr0.5Co0.4Mn0.6O3,293,0.101325,orthorhombic
I m m a,Nd0.5Sr0.5Co0.2Mn0.8O3,293,0.101325,orthorhombic
P n m a,La0.667Ca0.333Mn0.85Zn0.15O3,293,0.101325,orthorhombic
P n m a,La0.667Ca0.333Mn0.85Cu0.15O3,293,0.101325,orthorhombic
I b m m,Sr1Bi1Mn1.75Ti0.25O6,300,0.101325,orthorhombic
P b n m,Eu0.65Sr0.35Fe0.1Mn0.9O3,293,0.101325,orthorhombic
P b n m,Eu0.65Sr0.35Fe0.5Mn0.5O3,293,0.101325,orthorhombic
P n m a,Pr0.6Sr0.35Na0.05Mn1O3,293,0.101325,orthorhombic
P n m a,Ho0.51Ca0.49Mn0.99Cr0.01O3,300,0.101325,orthorhombic
P n m a,Ho0.52Ca0.48Mn0.98Cr0.02O3,300,0.101325,orthorhombic
P n m a,Ho0.53Ca0.47Mn0.97Cr0.03O3,300,0.101325,orthorhombic
P n m a,La0.67Ca0.33Mn0.95Fe0.05O3,293,0.101325,orthorhombic
P n m a,La0.67Ca0.33Mn0.8Fe0.2O3,293,0.101325,orthorhombic
P b a m,Bi0.825Nd0.175Fe0.9Mn0.1O3,293,0.101325,orthorhombic
P b a m,Bi0.825Nd0.175Fe0.8Mn0.2O3,293,0.101325,orthorhombic
P n m a,La0.4Eu0.1Ca0.5Mn1O3,293,0.101325,orthorhombic
P n m a,Pr0.5Er0.1Sr0.4Mn1O3,293,0.101325,orthorhombic
P n m a,Pr0.4Er0.2Sr0.4Mn1O3,293,0.101325,orthorhombic
P b n m,La0.5Ca0.5Mn0.95Fe0.05O3,293,0.101325,orthorhombic
P n m a,La0.667Ca0.2664Zn0.0666Mn1O3,293,0.101325,orthorhombic
P n m a,La0.667Ca0.1998Zn0.1332Mn1O3,293,0.101325,orthorhombic
P n m a,La0.667Ca0.1332Zn0.1998Mn1O3,293,0.101325,orthorhombic
P n m a,La0.667Ca0.0666Zn0.2664Mn1O3,293,0.101325,orthorhombic
P b n m,Ho1Ni0.25Co0.25Mn0.5O2.91,293,0.101325,orthorhombic
P b n m,La0.513Sr0.128Nd0.257Mn1.071O3,293,0.101325,orthorhombic
P b n m,La0.384Sr0.128Nd0.384Mn1.074O3,293,0.101325,orthorhombic
P b n m,La0.255Sr0.128Nd0.51Mn1.077O3,293,0.101325,orthorhombic
P n m a,La1Sr1Mn1.9Fe0.1O5,293,0.101325,orthorhombic
P n m a,La1Sr1Mn1.8Fe0.2O5,293,0.101325,orthorhombic
P n m a,La1Sr1Mn1.7Fe0.3O5,293,0.101325,orthorhombic
P n m a,La1Sr1Mn1.6Fe0.4O5,293,0.101325,orthorhombic
P n m a,La1Sr1Mn1.5Fe0.5O5,293,0.101325,orthorhombic
P b n m,Sm0.7Sr0.3Mn0.95Fe0.05O3,293,0.101325,orthorhombic
P n m a,Pr0.6Sr0.35K0.05Mn1O3,293,0.101325,orthorhombic
P n m a,Pr0.6Sr0.3K0.1Mn1O3,293,0.101325,orthorhombic
P n m a,Pr0.6Sr0.25K0.15Mn1O3,293,0.101325,orthorhombic
P n m a,Pr0.6Sr0.2K0.2Mn1O3,293,0.101325,orthorhombic
P b n m,La0.42Eu0.25Ca0.33Mn1O3,293,0.101325,orthorhombic
P b n m,La0.4Eu0.27Ca0.33Mn1O3,293,0.101325,orthorhombic
P n m a,La0.67Ca0.33Mn0.97Co0.03O3,293,0.101325,orthorhombic
P n m a,La0.67Ca0.33Mn0.9Co0.1O3,293,0.101325,orthorhombic
P n m a,La0.67Ca0.33Mn0.85Co0.15O3,293,0.101325,orthorhombic
P n m a,La0.7Sr0.3Mn0.85Sb0.15O3,300,0.101325,orthorhombic
P b n m,La0.5Sr0.5Ti0.5Mn0.5O2.925,293,0.101325,orthorhombic
P b n m,Nd0.5Sr0.5Ti0.5Mn0.5O2.92,293,0.101325,orthorhombic
P b n m,Sm0.5Sr0.5Ti0.5Mn0.5O2.88,293,0.101325,orthorhombic
P b n m,La0.5Sr0.5Ti0.5Mn0.5O2.81,293,0.101325,orthorhombic
P b n m,Nd0.5Sr0.5Ti0.5Mn0.5O2.71,293,0.101325,orthorhombic
P b n m,Sm0.5Sr0.5Ti0.5Mn0.5O2.71,293,0.101325,orthorhombic
P b n m,La0.6Ca0.35Sr0.05Mn1O3,293,0.101325,orthorhombic
P b n m,Mn4.9Mg2.1Si3O14H2,293,0.101325,orthorhombic
B b m m,Ca2Mn3Si2.5O14H4,293,0.101325,orthorhombic
P 2 m m,Ca8Mn10.64Si12.32O56H18,293,0.101325,orthorhombic
P n m a,Sm0.5Sr0.4Nd0.09Mn1O3,293,0.101325,orthorhombic
C 2 2 21,Ag6Mn1Mo9O36H8,293,0.101325,orthorhombic
P b n m,Sr1Ca1Ti1Mn1O6,293,0.101325,orthorhombic
P b a m,Ni1.757Mn0.826Cu0.416B1O5,298,0.101325,orthorhombic
P n m a,La0.67Ca0.28Ag0.05Mn1O3,293,0.101325,orthorhombic
P n m a,La0.67Ca0.18Ag0.15Mn1O3,293,0.101325,orthorhombic
P n m a,La0.67Ca0.13Ag0.2Mn1O3,293,0.101325,orthorhombic
P n m a,Pr0.9Sr0.1Mn0.9Ti0.1O3,293,0.101325,orthorhombic
I m m a,Nd0.67Ba0.33Mn0.9Fe0.1O3,293,0.101325,orthorhombic
I m m a,Nd0.67Ba0.33Mn0.9Cu0.1O3,293,0.101325,orthorhombic
P b n m,La0.7Tb0.1Sr0.2Mn1O3,300,0.101325,orthorhombic
P b n m,La0.7Tb0.1Ca0.2Mn1O3,300,0.101325,orthorhombic
P n m a,La0.7Ca0.3Mn0.98Ni0.02O3,293,0.101325,orthorhombic
P n m a,La0.7Ca0.3Mn0.93Ni0.07O3,293,0.101325,orthorhombic
P n m a,La0.7Ca0.3Mn0.9Ni0.1O3,293,0.101325,orthorhombic
P b n m,Nd0.67Sr0.33Mn0.9Cr0.1O3,293,0.101325,orthorhombic
P b n m,Nd0.67Sr0.33Mn0.9Fe0.1O3,293,0.101325,orthorhombic
P b n m,Nd0.67Sr0.33Mn0.9Co0.1O3,293,0.101325,orthorhombic
P b a m,Bi0.88Y0.12Fe0.95Mn0.05O3,293,0.101325,orthorhombic
P b n m,La0.4Bi0.4Ca0.2Mn1O3,293,0.101325,orthorhombic
P b n m,Bi0.3Pr0.3Ca0.4Mn1O3,293,0.101325,orthorhombic
P n m a,Nd0.7Ca0.15Sr0.15Mn1O3,293,0.101325,orthorhombic
P b n m,Pr0.45Gd0.05Sr0.5Mn1O3,293,0.101325,orthorhombic
P b n m,Pr0.4Gd0.1Sr0.5Mn1O3,293,0.101325,orthorhombic
P b n m,La0.595Pr0.255Ag0.15Mn1O3,293,0.101325,orthorhombic
P b n m,La0.51Pr0.34Ag0.15Mn1O3,293,0.101325,orthorhombic
P n m a,Pr0.25Sm0.25Sr0.5Mn1O3,293,0.101325,orthorhombic
P n m a,La0.78Dy0.02Ca0.2Mn1O3,293,0.101325,orthorhombic
P b n m,La0.6Ba0.2Ca0.2Mn1O3,293,0.101325,orthorhombic
P n m a,La0.69Dy0.01Sr0.3Mn1O3,293,0.101325,orthorhombic
P n m a,La0.67Dy0.03Sr0.3Mn1O3,293,0.101325,orthorhombic
P n m a,La0.7Ca0.3Mn0.96Al0.04O3,295,0.101325,orthorhombic
P n m a,La0.7Ca0.3Mn0.96In0.04O3,295,0.101325,orthorhombic
P b n m,Sr1La1Mn1Ru1O6,295,0.101325,orthorhombic
P b n m,Pr0.52Ca0.18Sr0.3Mn1O3,300,0.101325,orthorhombic
P b n m,Pr0.48Ca0.22Sr0.3Mn1O3,300,0.101325,orthorhombic
P b n m,Sr0.4Ca0.5Nd0.1Mn1O3,293,0.101325,orthorhombic
P b n m,Sr0.3Ca0.6Nd0.1Mn1O3,293,0.101325,orthorhombic
P b n m,Sr0.2Ca0.7Nd0.1Mn1O3,293,0.101325,orthorhombic
P b n m,Sr0.1Ca0.8Nd0.1Mn1O3,293,0.101325,orthorhombic
P b n m,Sr0.2Ca0.6Nd0.2Mn1O3,293,0.101325,orthorhombic
P b n m,Sr0.1Ca0.7Nd0.2Mn1O3,293,0.101325,orthorhombic
P n m a,La0.63Ca0.37Mn0.97Ni0.03O3,300,0.101325,orthorhombic
P n m a,La0.63Ca0.37Mn0.92Ni0.08O3,300,0.101325,orthorhombic
P n m a,La0.63Ca0.37Mn0.97Cu0.03O3,300,0.101325,orthorhombic
P n m a,La0.63Ca0.37Mn0.92Cu0.08O3,300,0.101325,orthorhombic
I m m a,Sr0.65Pr0.05Ce0.3Mn1O3,300,0.101325,orthorhombic
P n m a,Pr0.6La0.1Ca0.3Mn1O3,293,0.101325,orthorhombic
P n m a,Nd0.67Sr0.33Mn0.67Ti0.33O3,293,0.101325,orthorhombic
P n m a,La0.8Ca0.2Mn0.9Co0.1O3,293,0.101325,orthorhombic
P n m a,La0.8Ca0.2Mn0.8Co0.2O3,293,0.101325,orthorhombic
P n m a,La0.8Ca0.2Mn0.7Co0.3O3,293,0.101325,orthorhombic
P b n m,La0.7Te0.3Mn0.8Co0.2O3,293,0.101325,orthorhombic
P b n m,La0.7Te0.3Mn0.75Co0.25O3,293,0.101325,orthorhombic
P b n m,La0.7Te0.3Mn0.7Co0.3O3,293,0.101325,orthorhombic
P b n m,La0.7Te0.3Mn0.5Co0.5O3,293,0.101325,orthorhombic
I m m a,La0.6Sm0.1Ba0.3Mn1O3,293,0.101325,orthorhombic
I m m a,La0.5Sm0.2Ba0.3Mn1O3,293,0.101325,orthorhombic
P n m a,La0.78Ca0.18Pb0.05Mn1O3,293,0.101325,orthorhombic
P n m a,La0.78Ca0.12Pb0.1Mn1O3,293,0.101325,orthorhombic
P n m a,La0.5Ag0.1Ca0.4Mn1O3,293,0.101325,orthorhombic
P n m a,Sm0.55Sr0.3Ag0.15Mn1O3,293,0.101325,orthorhombic
P n m a,La0.67Ca0.33Mn0.9Cr0.1O3,293,0.101325,orthorhombic
I m m a,Li1Cu0.95Mn0.05V1O4,300,0.101325,orthorhombic
I m m a,Bi0.8La0.2Fe0.5Mn0.5O3,300,0.101325,orthorhombic
I m m a,Li1Cu0.95Mn0.05V1O4,293,0.101325,orthorhombic
I m m a,Li1Cu0.9Mn0.1V1O4,293,0.101325,orthorhombic
P b n m,La0.7Nd0.3Mn0.5Cr0.5O3.021,293,0.101325,orthorhombic
P b n m,La0.4Nd0.6Mn0.5Cr0.5O3.019,293,0.101325,orthorhombic
P b n m,La0.1Nd0.9Mn0.5Cr0.5O3.019,293,0.101325,orthorhombic
P m n 21,K7B13O28Mn1H8,293,0.101325,orthorhombic
C m 2 m,Bi4Mn0.33W0.67O8Cl1,293,0.101325,orthorhombic
R -3 R,Pb0.83Ti13.68Fe6.32Mn1O38,293,0.101325,trigonal
R -3 m H,Li0.19Mn0.8Ni0.21Co0.2O1.9,293,0.101325,trigonal
P -3 m 1,Na2Ba1Mn1V2O8,297,0.101325,trigonal
R 3 m H,Na0.67Mn0.5Ni0.4Fe0.1O2,293,0.101325,trigonal
R -3 c H,La0.5Sr0.5Mn0.5Cr0.5O3,293,0.101325,trigonal
R -3 m H,Na1Ni0.3Fe0.4Mn0.3O2,293,0.101325,trigonal
R -3 m H,Li1.2Co0.13Ni0.13Mn0.54O2,293,0.101325,trigonal
R -3 m H,Li0.332Mn0.334Ni0.328Co0.338O2,293,0.101325,trigonal
R -3 m H,Li0.418Mn0.335Ni0.325Co0.34O2,293,0.101325,trigonal
P -3 m 1,Li0.109Mn0.337Ni0.326Co0.337O2,293,0.101325,trigonal
R -3 m H,Li0.109Mn0.337Ni0.326Co0.337O2,293,0.101325,trigonal
R -3 m H,Li0.425Mn0.332Ni0.334Co0.324O2,293,0.101325,trigonal
R -3 c H,La0.8Ba0.2Mn0.4Cu0.6O3,293,0.101325,trigonal
R -3 c H,La0.8Ba0.2Mn0.6Cu0.4O3,293,0.101325,trigonal
R -3 c H,La0.8Ba0.2Mn0.8Cu0.2O3,293,0.101325,trigonal
R -3 c H,La0.8Ba0.2Mn0.8Cu0.2O2.64,293,0.101325,trigonal
R -3 m H,Li1.01Ni0.79Co0.1Mn0.1O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.23Co0.12Mn0.65O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.33Co0.33Mn0.33O2,293,0.101325,trigonal
P -3 m 1,Ba6Ru2.5Mn0.5O12Cl2,293,0.101325,trigonal
R -3 m H,Li1Ni0.78Co0.11Mn0.11O2,293,0.101325,trigonal
R -3 c H,La0.67Ba0.28Rb0.05Mn1O3,293,0.101325,trigonal
R -3 c H,La0.67Ba0.23Rb0.1Mn1O3,293,0.101325,trigonal
R 3 c H,K5Mn0.5Zr1.5Mo6O24,293,0.101325,trigonal
R -3 m H,Li1Ni0.8Co0.1Mn0.1O2,293,0.101325,trigonal
R 3 H,Mg1.648Mn0.704Zn0.041Sb0.557O4,293,0.101325,trigonal
R -3 c H,La0.8Na0.2Mn0.97Co0.03O3,293,0.101325,trigonal
R -3 c H,La0.8Na0.2Mn0.94Co0.06O3,293,0.101325,trigonal
R -3 m H,Na1Ni0.5Mn0.3Co0.2O2,293,0.101325,trigonal
R -3 m H,Na1Cu0.2Fe0.4Mn0.4O2,293,0.101325,trigonal
R -3 m H,Na1Cu0.2Fe0.3Mn0.5O2,293,0.101325,trigonal
R -3 m H,Na1Cu0.2Fe0.2Mn0.6O2,293,0.101325,trigonal
R -3 m H,Na1Cu0.2Fe0.1Mn0.7O2,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Co0.75Mn0.25O2.98,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Co0.5Mn0.5O2.99,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Co0.25Mn0.75O3,293,0.101325,trigonal
R -3 c H,La0.6Sr0.3Ba0.1Mn1O3,293,0.101325,trigonal
R -3 c H,La0.6Sr0.2Ba0.2Mn1O3,293,0.101325,trigonal
R -3 c H,La0.6Sr0.1Ba0.3Mn1O3,293,0.101325,trigonal
R -3 c H,La0.65Pb0.35Mn0.95Ti0.05O3,293,0.101325,trigonal
R -3 c H,La0.68Pb0.32Mn0.83Ti0.17O3,293,0.101325,trigonal
R -3 c H,La0.63Pb0.37Mn0.69Ti0.31O3,293,0.101325,trigonal
R -3 m H,Ba2La2Mn1W2O12,293,0.101325,trigonal
R -3 c H,La0.7Ca0.13Sr0.17Mn1O3,300,0.101325,trigonal
P -3,Mn1Si1F6H12O6,298,0.101325,trigonal
R -3 m H,Li1Ni0.8Mn0.1Co0.1O2,293,0.101325,trigonal
R -3 m H,Mn1Si1F6D12O6,293,0.101325,trigonal
R -3 m H,Mn1Al0.65Li0.33O4H2,293,0.101325,trigonal
P 3 1 c,Mg2H24O12Mn1Cl6,293,0.101325,trigonal
R -3 c H,La0.85Na0.12K0.03Mn1O3,293,0.101325,trigonal
R -3 c H,La0.85Na0.09K0.06Mn1O3,293,0.101325,trigonal
R -3 c H,La0.85Na0.06K0.09Mn1O3,293,0.101325,trigonal
R -3 c H,La0.85Na0.03K0.12Mn1O3,293,0.101325,trigonal
R -3 m H,Li1.2Mn0.54Ni0.13Co0.13O2,293,0.101325,trigonal
R -3 c H,La0.7Pb0.3Mn0.9Ni0.1O3,296,0.101325,trigonal
R -3 c H,La0.6Sr0.3Ca0.1Mn1O3,293,0.101325,trigonal
R -3 c H,La0.6Sr0.2Ca0.2Mn1O3,293,0.101325,trigonal
R -3 c H,La0.706Sr0.294Mn0.98Cr0.02O3,293,0.101325,trigonal
R -3 c H,La0.712Sr0.288Mn0.96Cr0.04O3,293,0.101325,trigonal
R -3 c H,La0.718Sr0.282Mn0.94Cr0.06O3,293,0.101325,trigonal
R -3 c H,La0.724Sr0.276Mn0.92Cr0.08O3,293,0.101325,trigonal
R -3 c H,La0.73Sr0.27Mn0.9Cr0.1O3,293,0.101325,trigonal
R -3 c H,La0.706Sr0.294Mn0.98Co0.02O3,293,0.101325,trigonal
R -3 c H,La0.712Sr0.288Mn0.96Co0.04O3,293,0.101325,trigonal
R -3 c H,La0.718Sr0.282Mn0.94Co0.06O3,293,0.101325,trigonal
R -3 c H,La0.724Sr0.276Mn0.92Co0.08O3,293,0.101325,trigonal
R -3 c H,La0.73Sr0.27Mn0.9Co0.1O3,293,0.101325,trigonal
R -3 c H,La0.706Sr0.294Mn0.98Ga0.02O3,293,0.101325,trigonal
R -3 c H,La0.712Sr0.288Mn0.96Ga0.04O3,293,0.101325,trigonal
R -3 c H,La0.718Sr0.282Mn0.94Ga0.06O3,293,0.101325,trigonal
R -3 c H,La0.724Sr0.276Mn0.92Ga0.08O3,293,0.101325,trigonal
R -3 c H,La0.73Sr0.27Mn0.9Ga0.1O3,293,0.101325,trigonal
R -3 c H,La0.726Sr0.274Mn0.98Cu0.02O3,293,0.101325,trigonal
R -3 c H,La0.752Sr0.248Mn0.96Cu0.04O3,293,0.101325,trigonal
R -3 c H,La0.778Sr0.222Mn0.94Cu0.06O3,293,0.101325,trigonal
R -3 c H,La0.804Sr0.196Mn0.92Cu0.08O3,293,0.101325,trigonal
R -3 c H,La0.83Sr0.17Mn0.9Cu0.1O3,293,0.101325,trigonal
R -3 c H,La0.726Sr0.274Mn0.98Zn0.02O3,293,0.101325,trigonal
R -3 c H,La0.752Sr0.248Mn0.96Zn0.04O3,293,0.101325,trigonal
R -3 c H,La0.778Sr0.222Mn0.94Zn0.06O3,293,0.101325,trigonal
R -3 c H,La0.804Sr0.196Mn0.92Zn0.08O3,293,0.101325,trigonal
R -3 c H,La0.83Sr0.17Mn0.9Zn0.1O3,293,0.101325,trigonal
R -3 c H,La0.706Sr0.294Mn0.98Sc0.02O3,293,0.101325,trigonal
R -3 c H,La0.712Sr0.288Mn0.96Sc0.04O3,293,0.101325,trigonal
R -3 c H,La0.718Sr0.282Mn0.94Sc0.06O3,293,0.101325,trigonal
R -3 c H,La0.724Sr0.276Mn0.92Sc0.08O3,293,0.101325,trigonal
R -3 c H,La0.73Sr0.27Mn0.9Sc0.1O3,293,0.101325,trigonal
R -3 c H,La0.726Ba0.274Mn0.98Cu0.02O3,293,0.101325,trigonal
R -3 c H,La0.752Ba0.248Mn0.96Cu0.04O3,293,0.101325,trigonal
R -3 c H,La0.778Ba0.222Mn0.94Cu0.06O3,293,0.101325,trigonal
R -3 c H,La0.804Ba0.196Mn0.92Cu0.08O3,293,0.101325,trigonal
R -3 c H,La0.83Ba0.17Mn0.9Cu0.1O3,293,0.101325,trigonal
R -3 c H,La0.726Ba0.274Mn0.98Zn0.02O3,293,0.101325,trigonal
R -3 c H,La0.752Ba0.248Mn0.96Zn0.04O3,293,0.101325,trigonal
R -3 c H,La0.778Ba0.222Mn0.94Zn0.06O3,293,0.101325,trigonal
R -3 c H,La0.804Ba0.196Mn0.92Zn0.08O3,293,0.101325,trigonal
R -3 c H,La0.83Ba0.17Mn0.9Zn0.1O3,293,0.101325,trigonal
R -3 c H,La0.706Ba0.294Mn0.98Sc0.02O3,293,0.101325,trigonal
R -3 c H,La0.712Ba0.288Mn0.96Sc0.04O3,293,0.101325,trigonal
R -3 c H,La0.718Ba0.282Mn0.94Sc0.06O3,293,0.101325,trigonal
